id_pedido,id_producto,nombre_producto,categoria,id_proveedor,nombre_proveedor,cantidad_solicitada,estado_pedido,fecha_pedido,fecha_entrega,numero_factura
2640,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",91,en proceso,"2023-06-18 00:15:18","2023-07-05 00:15:18",""
2641,19,"Complejo B x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",40,entregado,"2025-09-29 05:00:40","2025-10-07 05:00:40","FAC-002641"
2642,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",59,entregado,"2025-04-12 07:12:03","2025-04-24 07:12:03","FAC-002642"
2643,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",52,aceptado,"2024-08-08 08:54:46","",""
2644,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",27,entregado,"2023-05-11 16:59:29","2023-05-23 16:59:29","FAC-002644"
2645,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",31,entregado,"2023-09-05 09:38:19","2023-09-15 09:38:19","FAC-002645"
2646,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",92,en proceso,"2024-07-30 16:32:47","2024-08-08 16:32:47",""
2647,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",23,entregado,"2023-10-08 21:17:03","2023-10-18 21:17:03","FAC-002647"
2648,3,"Naproxeno 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",52,en proceso,"2025-01-14 11:47:49","2025-01-27 11:47:49",""
2649,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",21,entregado,"2025-09-30 03:17:11","2025-10-03 03:17:11","FAC-002649"
2650,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",57,en proceso,"2025-01-28 06:25:22","2025-02-02 06:25:22",""
2651,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",83,en proceso,"2025-04-10 23:06:07","2025-04-24 23:06:07",""
2652,22,"Zinc 50mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",28,entregado,"2025-03-11 16:41:11","2025-03-22 16:41:11","FAC-002652"
2653,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",57,en proceso,"2025-03-15 10:52:27","2025-04-02 10:52:27",""
2654,24,"Magnesio 400mg x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",30,en proceso,"2025-07-25 22:10:11","2025-08-08 22:10:11",""
2655,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",96,en proceso,"2023-05-01 15:25:02","2023-05-21 15:25:02",""
2656,48,"Lubricante Control Aqua 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",29,entregado,"2024-06-11 15:27:31","2024-06-23 15:27:31","FAC-002656"
2657,2,"Ibuprofeno 400mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",75,en proceso,"2023-03-15 21:47:49","2023-03-23 21:47:49",""
2658,17,"Vitamina C 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",86,entregado,"2025-03-16 06:54:14","2025-03-20 06:54:14","FAC-002658"
2659,45,"Lubricante Yes OB Natural 80ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",60,entregado,"2024-03-06 15:35:47","2024-03-10 15:35:47","FAC-002659"
2660,37,"Condón Control Retard x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",20,entregado,"2024-10-30 18:53:57","2024-11-02 18:53:57","FAC-002660"
2661,30,"Crema dental blanqueadora 75ml","Cuidado personal",7,"Bayer S.A Colombia",31,entregado,"2025-08-27 13:41:15","2025-09-05 13:41:15","FAC-002661"
2662,46,"Lubricante Vive Sensitivo 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",34,entregado,"2025-03-12 12:51:17","2025-03-19 12:51:17","FAC-002662"
2663,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",71,aceptado,"2025-10-13 02:49:54","",""
2664,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",88,entregado,"2024-05-24 10:34:48","2024-05-31 10:34:48","FAC-002664"
2665,44,"Lubricante Nuei Delay 100ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",78,en proceso,"2025-03-21 01:04:59","2025-04-05 01:04:59",""
2666,24,"Magnesio 400mg x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",37,entregado,"2024-11-01 10:58:46","2024-11-10 10:58:46","FAC-002666"
2667,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",24,en proceso,"2023-09-25 07:49:22","2023-10-04 07:49:22",""
2668,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",73,entregado,"2023-06-05 17:50:54","2023-06-15 17:50:54","FAC-002668"
2669,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",60,en proceso,"2023-12-10 04:51:12","2023-12-28 04:51:12",""
2670,44,"Lubricante Nuei Delay 100ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",18,aceptado,"2024-06-14 22:47:30","",""
2671,24,"Magnesio 400mg x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",20,entregado,"2023-03-12 22:19:04","2023-03-25 22:19:04","FAC-002671"
2672,35,"Condón Condomi Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",75,entregado,"2023-01-09 19:49:21","2023-01-22 19:49:21","FAC-002672"
2673,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",67,entregado,"2023-12-06 09:53:56","2023-12-10 09:53:56","FAC-002673"
2674,12,"Metronidazol 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",64,entregado,"2025-07-23 14:03:03","2025-08-03 14:03:03","FAC-002674"
2675,41,"Lubricante Durex Play 50ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",95,aceptado,"2024-09-20 15:10:03","",""
2676,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",74,entregado,"2025-06-21 01:44:13","2025-06-30 01:44:13","FAC-002676"
2677,13,"Clindamicina 300mg x16","Antibiótico",5,"Genfar S.A - Grupo Sanofi",71,en proceso,"2025-04-16 09:33:36","2025-04-23 09:33:36",""
2678,11,"Ciprofloxacino 500mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",60,entregado,"2025-07-07 14:28:57","2025-07-10 14:28:57","FAC-002678"
2679,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",60,aceptado,"2024-10-02 15:42:55","",""
2680,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",42,en proceso,"2024-05-10 02:12:34","2024-05-21 02:12:34",""
2681,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",99,entregado,"2025-02-05 10:45:35","2025-02-09 10:45:35","FAC-002681"
2682,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",38,aceptado,"2023-07-08 00:32:38","",""
2683,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",54,aceptado,"2024-02-21 17:59:26","",""
2684,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",96,aceptado,"2025-05-01 21:36:55","",""
2685,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",44,en proceso,"2023-07-02 03:59:47","2023-07-19 03:59:47",""
2686,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",94,aceptado,"2023-01-29 10:58:19","",""
2687,24,"Magnesio 400mg x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",73,entregado,"2025-08-13 08:32:03","2025-08-27 08:32:03","FAC-002687"
2688,27,"Crema hidratante facial 50ml","Cuidado personal",7,"Bayer S.A Colombia",37,entregado,"2025-06-14 15:35:37","2025-06-17 15:35:37","FAC-002688"
2689,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",32,entregado,"2025-06-28 08:49:37","2025-07-01 08:49:37","FAC-002689"
2690,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",25,entregado,"2025-09-22 22:04:10","2025-09-25 22:04:10","FAC-002690"
2691,34,"Condón Durex Extra Fino x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",53,entregado,"2025-05-20 10:43:09","2025-05-24 10:43:09","FAC-002691"
2692,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",83,en proceso,"2025-01-23 02:42:10","2025-02-10 02:42:10",""
2693,32,"Gel antibacterial 500ml","Cuidado personal",7,"Bayer S.A Colombia",97,en proceso,"2023-12-17 23:01:28","2024-01-04 23:01:28",""
2694,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",83,en proceso,"2024-03-08 09:16:54","2024-03-19 09:16:54",""
2695,22,"Zinc 50mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",13,entregado,"2023-12-16 02:01:02","2023-12-19 02:01:02","FAC-002695"
2696,21,"Calcio + Vitamina D x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",99,aceptado,"2025-04-07 18:50:26","",""
2697,21,"Calcio + Vitamina D x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",81,aceptado,"2023-12-19 08:57:16","",""
2698,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",25,entregado,"2023-08-11 17:22:00","2023-08-19 17:22:00","FAC-002698"
2699,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",86,entregado,"2024-07-18 22:06:49","2024-07-28 22:06:49","FAC-002699"
2700,19,"Complejo B x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",51,entregado,"2024-09-23 17:58:57","2024-10-05 17:58:57","FAC-002700"
2701,24,"Magnesio 400mg x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",18,entregado,"2025-08-30 19:56:05","2025-09-09 19:56:05","FAC-002701"
2702,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",91,entregado,"2025-06-20 14:50:40","2025-06-29 14:50:40","FAC-002702"
2703,22,"Zinc 50mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",75,entregado,"2024-09-21 07:55:52","2024-10-06 07:55:52","FAC-002703"
2704,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",10,entregado,"2023-09-20 08:51:42","2023-10-02 08:51:42","FAC-002704"
2705,34,"Condón Durex Extra Fino x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",78,entregado,"2023-08-08 19:29:05","2023-08-11 19:29:05","FAC-002705"
2706,40,"Condón Protex x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",11,entregado,"2023-10-16 01:30:25","2023-10-27 01:30:25","FAC-002706"
2707,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",66,aceptado,"2024-09-25 06:37:48","",""
2708,29,"Hilo dental 50m","Cuidado personal",7,"Bayer S.A Colombia",42,en proceso,"2025-07-13 10:57:41","2025-07-27 10:57:41",""
2709,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",56,aceptado,"2024-07-21 03:08:53","",""
2710,35,"Condón Condomi Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",49,entregado,"2023-10-09 17:44:45","2023-10-20 17:44:45","FAC-002710"
2711,17,"Vitamina C 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",12,entregado,"2025-01-09 00:20:25","2025-01-16 00:20:25","FAC-002711"
2712,35,"Condón Condomi Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",92,entregado,"2024-03-19 20:52:01","2024-03-26 20:52:01","FAC-002712"
2713,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",47,en proceso,"2024-08-12 12:26:27","2024-08-23 12:26:27",""
2714,45,"Lubricante Yes OB Natural 80ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",63,entregado,"2025-05-08 12:52:14","2025-05-14 12:52:14","FAC-002714"
2715,18,"Vitamina D3 2000UI x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",59,en proceso,"2024-04-09 18:04:26","2024-04-18 18:04:26",""
2716,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",61,aceptado,"2025-04-25 11:16:01","",""
2717,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",69,entregado,"2025-08-09 08:40:02","2025-08-16 08:40:02","FAC-002717"
2718,10,"Azitromicina 500mg x3","Antibiótico",5,"Genfar S.A - Grupo Sanofi",57,entregado,"2025-12-10 13:36:49","2025-12-17 13:36:49","FAC-002718"
2719,45,"Lubricante Yes OB Natural 80ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",77,entregado,"2025-05-04 15:59:52","2025-05-16 15:59:52","FAC-002719"
2720,36,"Condón Prudence Fresa x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",49,en proceso,"2025-06-05 13:14:16","2025-06-19 13:14:16",""
2721,13,"Clindamicina 300mg x16","Antibiótico",5,"Genfar S.A - Grupo Sanofi",29,entregado,"2025-06-30 02:47:40","2025-07-14 02:47:40","FAC-002721"
2722,22,"Zinc 50mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",98,entregado,"2024-11-22 09:08:21","2024-12-05 09:08:21","FAC-002722"
2723,4,"Aspirina 100mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",52,entregado,"2025-12-08 08:03:33","2025-12-12 08:03:33","FAC-002723"
2724,32,"Gel antibacterial 500ml","Cuidado personal",7,"Bayer S.A Colombia",20,aceptado,"2024-02-21 10:53:22","",""
2725,47,"Lubricante Prudence Aqua 60ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",27,entregado,"2025-07-14 20:45:02","2025-07-29 20:45:02","FAC-002725"
2726,13,"Clindamicina 300mg x16","Antibiótico",5,"Genfar S.A - Grupo Sanofi",100,entregado,"2025-12-17 15:11:17","2025-12-28 15:11:17","FAC-002726"
2727,39,"Condón Vive Placer Real x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",80,en proceso,"2025-03-07 19:11:53","2025-03-17 19:11:53",""
2728,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",57,en proceso,"2024-09-18 10:52:34","2024-09-29 10:52:34",""
2729,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",76,aceptado,"2024-12-30 16:18:07","",""
2730,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",67,entregado,"2024-03-17 00:13:07","2024-03-28 00:13:07","FAC-002730"
2731,31,"Desodorante roll-on 50ml","Cuidado personal",7,"Bayer S.A Colombia",73,entregado,"2023-04-05 13:16:23","2023-04-19 13:16:23","FAC-002731"
2732,3,"Naproxeno 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",76,entregado,"2025-03-23 12:48:01","2025-04-05 12:48:01","FAC-002732"
2733,20,"Omega 3 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",56,en proceso,"2023-03-03 21:53:26","2023-03-11 21:53:26",""
2734,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",36,entregado,"2023-09-22 01:24:14","2023-10-02 01:24:14","FAC-002734"
2735,11,"Ciprofloxacino 500mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",67,entregado,"2025-07-12 05:46:33","2025-07-16 05:46:33","FAC-002735"
2736,2,"Ibuprofeno 400mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",30,entregado,"2024-11-23 19:59:21","2024-12-06 19:59:21","FAC-002736"
2737,24,"Magnesio 400mg x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",57,entregado,"2024-11-10 12:23:05","2024-11-20 12:23:05","FAC-002737"
2738,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",34,entregado,"2025-10-02 04:17:19","2025-10-14 04:17:19","FAC-002738"
2739,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",64,entregado,"2023-02-25 15:45:13","2023-03-05 15:45:13","FAC-002739"
2740,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",94,en proceso,"2024-11-16 09:19:29","2024-11-28 09:19:29",""
2741,12,"Metronidazol 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",95,entregado,"2025-12-22 23:24:18","2026-01-05 23:24:18","FAC-002741"
2742,19,"Complejo B x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",91,en proceso,"2023-10-04 19:42:55","2023-10-16 19:42:55",""
2743,13,"Clindamicina 300mg x16","Antibiótico",5,"Genfar S.A - Grupo Sanofi",67,en proceso,"2023-12-18 03:01:37","2023-12-28 03:01:37",""
2744,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",34,en proceso,"2025-05-26 21:16:44","2025-06-14 21:16:44",""
2745,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",36,en proceso,"2024-08-24 04:36:09","2024-09-12 04:36:09",""
2746,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",85,entregado,"2023-06-27 18:52:08","2023-07-05 18:52:08","FAC-002746"
2747,8,"Ketorolaco 10mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",49,entregado,"2024-09-10 07:02:31","2024-09-24 07:02:31","FAC-002747"
2748,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",51,entregado,"2023-01-19 17:44:21","2023-01-30 17:44:21","FAC-002748"
2749,26,"Shampoo anticaspa 400ml","Cuidado personal",7,"Bayer S.A Colombia",55,entregado,"2023-02-06 05:52:40","2023-02-21 05:52:40","FAC-002749"
2750,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",16,entregado,"2024-05-01 19:42:14","2024-05-13 19:42:14","FAC-002750"
2751,10,"Azitromicina 500mg x3","Antibiótico",5,"Genfar S.A - Grupo Sanofi",56,entregado,"2023-07-10 11:07:41","2023-07-25 11:07:41","FAC-002751"
2752,10,"Azitromicina 500mg x3","Antibiótico",5,"Genfar S.A - Grupo Sanofi",43,entregado,"2025-05-13 05:57:58","2025-05-23 05:57:58","FAC-002752"
2753,33,"Condón Durex Natural x3","Condones",8,"Distribuidora Íntima de Colombia S.A.S",87,entregado,"2023-02-14 11:28:20","2023-02-27 11:28:20","FAC-002753"
2754,8,"Ketorolaco 10mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",71,en proceso,"2024-06-25 05:45:38","2024-07-04 05:45:38",""
2755,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",45,aceptado,"2025-05-12 23:12:30","",""
2756,11,"Ciprofloxacino 500mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",42,entregado,"2024-11-04 02:05:11","2024-11-12 02:05:11","FAC-002756"
2757,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",72,en proceso,"2024-03-23 10:01:28","2024-04-01 10:01:28",""
2758,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",63,entregado,"2024-04-23 13:39:35","2024-05-04 13:39:35","FAC-002758"
2759,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",46,entregado,"2025-06-12 12:50:56","2025-06-16 12:50:56","FAC-002759"
2760,1,"Acetaminofén 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",50,en proceso,"2024-01-30 13:12:59","2024-02-07 13:12:59",""
2761,15,"Cefalexina 500mg x20","Antibiótico",5,"Genfar S.A - Grupo Sanofi",17,entregado,"2024-06-24 06:00:59","2024-07-04 06:00:59","FAC-002761"
2762,2,"Ibuprofeno 400mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",23,entregado,"2025-11-18 00:30:57","2025-11-29 00:30:57","FAC-002762"
2763,29,"Hilo dental 50m","Cuidado personal",7,"Bayer S.A Colombia",30,entregado,"2023-11-01 22:30:25","2023-11-11 22:30:25","FAC-002763"
2764,10,"Azitromicina 500mg x3","Antibiótico",5,"Genfar S.A - Grupo Sanofi",55,aceptado,"2024-06-02 18:05:16","",""
2765,30,"Crema dental blanqueadora 75ml","Cuidado personal",7,"Bayer S.A Colombia",86,entregado,"2024-09-10 02:40:32","2024-09-17 02:40:32","FAC-002765"
2766,12,"Metronidazol 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",45,entregado,"2023-09-03 01:09:53","2023-09-11 01:09:53","FAC-002766"
2767,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",35,entregado,"2024-09-18 00:50:43","2024-09-21 00:50:43","FAC-002767"
2768,3,"Naproxeno 500mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",40,en proceso,"2025-03-18 13:24:50","2025-04-07 13:24:50",""
2769,22,"Zinc 50mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",58,aceptado,"2023-01-10 03:53:26","",""
2770,18,"Vitamina D3 2000UI x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",86,entregado,"2025-03-12 20:02:46","2025-03-17 20:02:46","FAC-002770"
2771,10,"Azitromicina 500mg x3","Antibiótico",5,"Genfar S.A - Grupo Sanofi",82,entregado,"2023-12-18 03:33:54","2023-12-23 03:33:54","FAC-002771"
2772,25,"Protector solar SPF 50 50ml","Cuidado personal",7,"Bayer S.A Colombia",42,entregado,"2023-04-15 02:42:58","2023-04-19 02:42:58","FAC-002772"
2773,9,"Amoxicilina 500mg x21","Antibiótico",5,"Genfar S.A - Grupo Sanofi",82,entregado,"2024-12-05 03:30:34","2024-12-09 03:30:34","FAC-002773"
2774,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",62,entregado,"2023-10-24 00:40:54","2023-10-31 00:40:54","FAC-002774"
2775,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",60,entregado,"2025-01-19 03:11:01","2025-01-28 03:11:01","FAC-002775"
2776,20,"Omega 3 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",10,entregado,"2023-08-28 19:04:29","2023-09-04 19:04:29","FAC-002776"
2777,29,"Hilo dental 50m","Cuidado personal",7,"Bayer S.A Colombia",75,entregado,"2025-08-24 09:17:26","2025-09-02 09:17:26","FAC-002777"
2778,8,"Ketorolaco 10mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",77,entregado,"2024-06-30 08:20:04","2024-07-05 08:20:04","FAC-002778"
2779,28,"Jabón antibacterial 250ml","Cuidado personal",7,"Bayer S.A Colombia",52,entregado,"2024-07-04 23:45:43","2024-07-09 23:45:43","FAC-002779"
2780,23,"Hierro + Ácido Fólico x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",73,entregado,"2025-08-31 15:42:33","2025-09-15 15:42:33","FAC-002780"
2781,48,"Lubricante Control Aqua 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",35,entregado,"2023-09-27 03:01:57","2023-10-03 03:01:57","FAC-002781"
2782,24,"Magnesio 400mg x60","Vitaminas y suplementos",6,"Tecnoquímicas S.A",55,entregado,"2023-06-28 10:33:39","2023-07-12 10:33:39","FAC-002782"
2783,43,"Lubricante Pjur Original 30ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",11,entregado,"2025-04-27 04:34:44","2025-05-06 04:34:44","FAC-002783"
2784,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",43,entregado,"2025-04-15 13:18:46","2025-04-18 13:18:46","FAC-002784"
2785,42,"Lubricante Íntimo KY 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",62,entregado,"2024-11-19 17:28:01","2024-11-28 17:28:01","FAC-002785"
2786,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",67,entregado,"2023-01-15 16:52:43","2023-01-18 16:52:43","FAC-002786"
2787,40,"Condón Protex x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",64,entregado,"2025-06-09 15:20:11","2025-06-19 15:20:11","FAC-002787"
2788,14,"Claritromicina 500mg x14","Antibiótico",5,"Genfar S.A - Grupo Sanofi",22,aceptado,"2025-03-16 02:16:44","",""
2789,19,"Complejo B x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",51,entregado,"2023-02-02 08:50:07","2023-02-10 08:50:07","FAC-002789"
2790,48,"Lubricante Control Aqua 75ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",34,entregado,"2023-11-29 16:08:07","2023-12-11 16:08:07","FAC-002790"
2791,13,"Clindamicina 300mg x16","Antibiótico",5,"Genfar S.A - Grupo Sanofi",95,aceptado,"2023-06-06 01:20:05","",""
2792,16,"Doxiciclina 100mg x10","Antibiótico",5,"Genfar S.A - Grupo Sanofi",17,en proceso,"2024-02-08 22:36:23","2024-02-16 22:36:23",""
2793,20,"Omega 3 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",55,entregado,"2025-04-18 22:13:21","2025-04-29 22:13:21","FAC-002793"
2794,5,"Diclofenaco 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",89,aceptado,"2025-07-23 00:21:41","",""
2795,45,"Lubricante Yes OB Natural 80ml","Lubricantes",9,"Laboratorios Siegfried Colombia S.A",34,entregado,"2023-05-08 03:49:57","2023-05-17 03:49:57","FAC-002795"
2796,4,"Aspirina 100mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",58,entregado,"2023-09-17 04:51:07","2023-09-27 04:51:07","FAC-002796"
2797,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",35,entregado,"2025-04-05 02:14:16","2025-04-17 02:14:16","FAC-002797"
2798,6,"Meloxicam 15mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",65,entregado,"2023-07-07 23:01:19","2023-07-16 23:01:19","FAC-002798"
2799,38,"Condón Lifestyles Ultra x12","Condones",8,"Distribuidora Íntima de Colombia S.A.S",18,en proceso,"2023-08-17 22:55:40","2023-09-06 22:55:40",""
2800,7,"Tramadol 50mg x10","Analgésico",4,"Laboratorios Lafrancol S.A.S",49,entregado,"2023-06-26 15:49:22","2023-07-04 15:49:22","FAC-002800"
2801,29,"Hilo dental 50m","Cuidado personal",7,"Bayer S.A Colombia",55,entregado,"2024-06-30 23:08:48","2024-07-08 23:08:48","FAC-002801"
2802,20,"Omega 3 1000mg x30","Vitaminas y suplementos",6,"Tecnoquímicas S.A",24,entregado,"2025-10-20 22:05:46","2025-10-23 22:05:46","FAC-002802"
2803,30,"Crema dental blanqueadora 75ml","Cuidado personal",7,"Bayer S.A Colombia",57,entregado,"2023-11-24 20:21:40","2023-11-27 20:21:40","FAC-002803"
